group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
6;LLLLLL;MOV,MOV,MOV,MOV,MOV,MOV,;8,16,24,32,40,48,;0x40a55,0x40a7c,0x40aa3,0x40aca,0x40af1,0x40b18,;Not found;0;Success;48;48;0;48;0;6;
2;LL;MOV,MOV,;0,8,;0x40b4c,0x40a2d,;Not found;0;Success;16;16;0;16;0;2;
40;LLSSSLLSSSLLSSSLLSSSLLSSSLLSSSLLSSSLLSSS;CMP,CMP,INC,MOV,MOV,CMP,CMP,INC,MOV,MOV,CMP,CMP,INC,MOV,MOV,CMP,CMP,INC,MOV,MOV,CMP,CMP,INC,MOV,MOV,CMP,CMP,INC,MOV,MOV,CMP,CMP,INC,MOV,MOV,CMP,CMP,INC,MOV,MOV,;8,9,24,0,9,8,9,24,0,9,8,9,24,0,9,8,9,24,0,9,8,9,24,0,9,8,9,24,0,9,8,9,24,0,9,8,9,24,0,9,;0x40b48,0x40a10,0x40a1a,0x40a1d,0x40a20,0x40a29,0x40a34,0x40e20,0x40e23,0x40e26,0x40a51,0x40a5b,0x40e50,0x40e53,0x40e56,0x40a78,0x40a82,0x40e60,0x40e63,0x40e66,0x40a9f,0x40aa9,0x40e70,0x40e73,0x40e76,0x40ac6,0x40ad0,0x40e30,0x40e33,0x40e36,0x40aed,0x40af7,0x40e40,0x40e43,0x40e46,0x40b14,0x40b1e,0x40e10,0x40e13,0x40e16,;Success;0;Success;120;14;106;28;0;1;
