group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
3;LLL;MOV,MOV,MOV,;-24,-16,-8,;0x431b4,0x431f5,0x43236,;Success;32;Success;24;24;0;24;0;3;
1;L;MOV,;0,;0x43163,;Success;32;Success;8;8;0;8;0;1;
8;LSLSLSLS;VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,;0,0,0,0,0,0,0,0,;0x43195,0x431c1,0x431d6,0x43202,0x43217,0x43243,0x43252,0x43266,;Success;0;Success;64;8;56;8;0;1;
21;SLSLSLSLLLSSLLLSSLLLL;MOV,MOV,MOV,VADDSD,MOV,VADDSD,MOV,MOV,VADDSD,VADDSD,MOV,MOV,MOV,VADDSD,VADDSD,MOV,MOV,MOV,VADDSD,VADDSD,CMP,;-72,-88,-64,-72,-72,-64,-64,-88,-72,-64,-72,-64,-88,-72,-64,-72,-64,-88,-72,-64,-104,;0x4316d,0x43175,0x43179,0x4319a,0x4319f,0x431a7,0x431ac,0x431b8,0x431db,0x431e0,0x431e5,0x431ed,0x431f9,0x4321c,0x43221,0x43226,0x4322e,0x4323a,0x43257,0x4325c,0x4326b,;Success;0;Success;168;32;136;48;0;1;
8;LSLSLSLS;VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,;0,0,0,0,0,0,0,0,;0x4318a,0x431bc,0x431d1,0x431fd,0x43212,0x4323e,0x4324d,0x43261,;Success;0;Success;64;8;56;8;0;1;
