function_id;module;function_name;source_info;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;cats;label_name;flops;
231;main;QuadTree::calculateForce(Particle*, double&, double&) const;new_allocator.h:151-151,new_allocator.h:172-172,new_allocator.h:191-191,deque.tcc:167-173,deque.tcc:492-497,deque.tcc:507-507,deque.tcc:516-516,deque.tcc:565-568,quadtree.cpp:144-144,quadtree.cpp:151-172,quadtree.cpp:178-192,stl_deque.h:212-212,stl_deque.h:265-267,stl_deque.h:373-375,stl_deque.h:460-460,stl_deque.h:620-622,stl_deque.h:699-699,stl_deque.h:1540-1548,stl_deque.h:1603-1603,stl_deque.h:2174-2176;56.685913085938;38.320003509521;0;0;0;0;0;1.0798919200897;0.73001319169998;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";_ZNK8QuadTree14calculateForceEP8ParticleRdS2_;;
182;main;Particle::getY() const;particle.cpp:18-19;14.630048751831;9.8899984359741;0;0;0;0;0;14.630048751831;9.8899984359741;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";_ZNK8Particle4getYEv;;
209;main;QuadTree::insertSimple(Particle*);quadtree.cpp:71-83,quadtree.cpp:89-104,quadtree.cpp:110-111;4.0310292243958;2.7249991893768;0;0;0;0;0;4.0310292243958;2.7249991893768;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";_ZN8QuadTree12insertSimpleEP8Particle;;
203;main;QuadTree::updateCenterOfMass(Particle*);quadtree.cpp:133-139;3.9126870632172;2.6449990272522;0;0;0;0;0;3.9126870632172;2.6449990272522;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";_ZN8QuadTree18updateCenterOfMassEP8Particle;;
181;main;Particle::getX() const;particle.cpp:14-15;3.8387236595154;2.5949993133545;0;0;0;0;0;3.8387236595154;2.5949993133545;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";_ZNK8Particle4getXEv;;
183;main;Particle::getMass() const;particle.cpp:22-23;3.4097335338593;2.30499958992;0;0;0;0;0;3.4097335338593;2.30499958992;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";_ZNK8Particle7getMassEv;;
813;libc.so.6;__libc_free;;1.8786809444427;1.2699992656708;0;0;0;0;0;1.8786809444427;1.2699992656708;0;0;0;0;0;;"0,0,0,0,0,0,0,0,100,0";__libc_free;;
207;main;QuadTree::getNode(double, double, double, int);stl_vector.h:99-99,stl_vector.h:1327-1327,stl_iterator.h:1068-1068,quadtree.cpp:32-35,quadtree.cpp:326-335,quadtree.cpp:348-371;1.5162589550018;1.0249998569489;0;0;0;0;0;1.5162589550018;1.0249998569489;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";_ZN8QuadTree7getNodeEdddi;;
206;main;QuadTree::reset();quadtree.cpp:347-371;1.5088622570038;1.0199996232986;0;0;0;0;0;1.5088622570038;1.0199996232986;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";_ZN8QuadTree5resetEv;;
227;main;QuadTree::recycle();new_allocator.h:191-191,vector.tcc:114-123,quadtree.cpp:337-345;1.3165557384491;0.88999933004379;0;0;0;0;0;1.3165557384491;0.88999933004379;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";_ZN8QuadTree7recycleEv;;
812;libc.so.6;__libc_malloc;;1.14643907547;0.77499943971634;0;0;0;0;0;1.14643907547;0.77499943971634;0;0;0;0;0;;"0,0,0,0,0,0,0,0,100,0";__libc_malloc;;
2132;libmpi.so.40.40.7;mca_pml_base_select;;1.1390430927277;0.76999974250793;0;0;0;0;0;1.1390430927277;0.76999974250793;0;0;0;0;0;;"0,100,0,0,0,0,0,0,0,0";mca_pml_base_select;;
236;main;std::_Deque_base<QuadTree const*, std::allocator<QuadTree const*> >::_M_initialize_map(unsigned long);new_allocator.h:151-151,new_allocator.h:172-172,stl_algobase.h:262-262,stl_deque.h:266-267,stl_deque.h:638-646,stl_deque.h:653-673,stl_deque.h:683-689,stl_deque.h:699-699;1.1242501735687;0.75999957323074;0;0;0;0;0;1.1242501735687;0.75999957323074;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";_ZNSt11_Deque_baseIPK8QuadTreeSaIS2_EE17_M_initialize_mapEm;;
811;libc.so.6;__default_morecore;;1.0576829910278;0.71499985456467;0;0;0;0;0;1.0576829910278;0.71499985456467;0;0;0;0;0;;"0,0,0,0,100,0,0,0,0,0";__default_morecore;;
232;main;QuadTree::updateParticles(double) [clone ._omp_fn.1];stl_vector.h:993-993,stl_vector.h:1131-1131,stl_iterator.h:1068-1068,quadtree.cpp:277-284;0.55472874641418;0.37499985098839;0;0;0;0;0;0;0;0;0;0;0;0;;"100,0,0,0,0,0,0,0,0,0";_ZN8QuadTree15updateParticlesEd._omp_fn.1;;
336;libgomp.so.1.0.0;gomp_team_barrier_wait_end;;0.49555775523186;0.33499991893768;0;0;0;0;0;0.49555775523186;0.33499991893768;0;0;0;0;0;;"0,0,100,0,0,0,0,0,0,0";gomp_team_barrier_wait_end;;
6;libopen-pal.so.80.0.5;opal_progress;;0.31804460287094;0.21499998867512;0;0;0;0;0;0.31804460287094;0.21499998867512;0;0;0;0;0;;"0,100,0,0,0,0,0,0,0,0";opal_progress;;
450;libopen-pal.so.80.0.5;opal_dl_base_select;;0.18490962684155;0.12499997764826;0;0;0;0;0;0.18490962684155;0.12499997764826;0;0;0;0;0;;"0,100,0,0,0,0,0,0,0,0";opal_dl_base_select;;
808;libstdc++.so.6.0.33;operator new(unsigned long);;0.15532411634922;0.10500000417233;0;0;0;0;0;0.15532411634922;0.10500000417233;0;0;0;0;0;;"0,0,0,0,0,0,0,0,0,100";_Znwm;;
