loop_id;module;function_name;function_id;source_info;level;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;flops;
458;main;QuadTree::calculateForce(Particle*, double&, double&) const;231;new_allocator.h:172-172,deque.tcc:565-568,quadtree.cpp:144-144,quadtree.cpp:151-160,quadtree.cpp:166-172,quadtree.cpp:178-183,stl_deque.h:212-212,stl_deque.h:265-267,stl_deque.h:1603-1603;Innermost;54.178520202637;36.624992370605;;;;;;54.178520202637;36.624992370605;;;;;;;;
459;main;QuadTree::calculateForce(Particle*, double&, double&) const;231;new_allocator.h:191-191,quadtree.cpp:160-160,quadtree.cpp:166-166,quadtree.cpp:185-188,stl_deque.h:1540-1541,stl_deque.h:1545-1545,stl_deque.h:1548-1548;Outermost;55.606018066406;37.589992523193;;;;;;1.4275016784668;0.96499943733215;;;;;;;;
463;main;QuadTree::updateParticles(double) [clone ._omp_fn.1];232;quadtree.cpp:280-284;Innermost;0.33283743262291;0.22500002384186;;;;;;0.33283743262291;0.22500002384186;;;;;;;;
464;main;QuadTree::updateParticles(double) [clone ._omp_fn.1];232;stl_vector.h:1131-1131,stl_iterator.h:1068-1068,quadtree.cpp:279-284;Outermost;0.47336876392365;0.32000002264977;;;;;;0.14053133130074;0.094999991357327;;;;;;;;
452;main;QuadTree::buildTree();228;quadtree.cpp:73-83,quadtree.cpp:459-459;Single;0.10354941338301;0.070000000298023;;;;;;0.10354941338301;0.070000000298023;;;;;;;;
466;main;QuadTree::updateParticles(double) [clone ._omp_fn.1];232;quadtree.cpp:277-277;Single;0.051774695515633;0.034999992698431;;;;;;0.051774695515633;0.034999992698431;;;;;;;;
448;main;QuadTree::updateParticles(double) [clone ._omp_fn.2];196;stl_vector.h:1131-1131,quadtree.cpp:298-298,quadtree.cpp:305-306,quadtree.cpp:313-314;Single;0.036981925368309;0.024999996647239;;;;;;0.036981925368309;0.024999996647239;;;;;;;;
468;main;QuadTree::updateParticles(double) [clone ._omp_fn.1];232;quadtree.cpp:277-277;Single;0.022189155220985;0.014999996870756;;;;;;0.022189155220985;0.014999996870756;;;;;;;;
451;main;QuadTree::buildTree();228;stl_algobase.h:262-262,quadtree.cpp:444-447,std_abs.h:72-72;Single;0.014792771078646;0.00999999884516;;;;;;0.014792771078646;0.00999999884516;;;;;;;;
461;main;QuadTree::updateParticles(double) [clone ._omp_fn.1];232;quadtree.cpp:277-277;Innermost;0.0073963855393231;0.00499999942258;;;;;;0.0073963855393231;0.00499999942258;;;;;;;;
