group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LS;VFMADD213SD,VMOVSD,;0,0,;0x41a2d,0x41a32,;Not found;0;Success;16;8;8;8;0;1;
1;L;MOV,;0,;0x41cc8,;Success;-8;Success;8;8;0;8;8;1;
2;LS;VFMADD213SD,VMOVSD,;0,0,;0x41a24,0x41a29,;Not found;0;Success;16;8;8;8;0;1;
1;L;MOV,;504,;0x41cbc,;Not found;0;Success;8;8;0;8;0;1;
1;L;MOV,;-8,;0x41cb0,;Success;-8;Success;8;8;0;8;8;1;
7;LLLLLLL;CMP,VMOVSD,MOV,CMP,MOV,MOV,MOV,;8,16,0,9,0,0,0,;0x41958,0x41b90,0x41b96,0x41963,0x41ba5,0x4196e,0x41cf5,;Not found;0;Success;42;18;24;24;0;1;
3;LLL;VMOVSD,VMULSD,VMULSD,;44700,45294,44407,;0x41bec,0x419f2,0x41d69,;RIP based value;0;Success;24;24;0;895;0;1;
1;L;MOV,;-8,;0x41950,;Not found;0;Success;8;8;0;8;0;1;
32;SSSLLSLSLLLLLSLLSSLSLLLLSSLLLLLL;MOV,VMOVSD,VMOVSD,MOV,MOV,VMOVSD,MOV,VMOVSD,VMOVSD,VMOVSD,VSUBSD,VMOVSD,MOV,VMOVSD,MOV,VMOVSD,VMOVSD,VMOVSD,MOV,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,VMOVSD,MOV,MOV,CMP,;104,96,88,120,120,80,120,72,88,80,72,96,120,96,120,96,80,88,120,96,88,80,96,96,80,88,88,96,80,56,48,112,;0x41cda,0x41b9a,0x41ba9,0x41972,0x41bb4,0x41bb9,0x41bc4,0x41bc9,0x41bd4,0x41bda,0x41be0,0x41be6,0x4199a,0x419a3,0x41cf0,0x419bb,0x419d1,0x419e1,0x41d10,0x41d19,0x419ec,0x419fa,0x41a00,0x41d31,0x41d48,0x41d58,0x41d63,0x41d71,0x41d77,0x41a1a,0x41a1f,0x41a3a,;Success;0;Success;256;72;184;80;0;1;
