group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
8;LLLLLLLL;VADDPD,VADDPD,VADDPD,VADDPD,VADDPD,VADDPD,VADDPD,VADDPD,;0,32,64,96,128,160,192,224,;0x3f476,0x3f47c,0x3f483,0x3f48a,0x3f491,0x3f49b,0x3f4a5,0x3f4af,;Success;256;Success;256;256;0;256;256;8;
16;LLLLLLLLSSSSSSSS;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,128,160,192,224,0,32,64,96,128,160,192,224,;0x3f42f,0x3f439,0x3f440,0x3f447,0x3f44e,0x3f458,0x3f462,0x3f46c,0x3f4b9,0x3f4bf,0x3f4c6,0x3f4cd,0x3f4d4,0x3f4de,0x3f4e8,0x3f4f2,;Success;256;Success;512;256;256;256;256;8;
