node;proc_name;architecture_code;uarchitecture_code;architecture;uarchitecture;cpui_model_name;cpui_cache_size;cpui_cpu_cores;max_frequency;cur_frequency;driver_frequency;scaling_governor;huge_pages;os_version;pids;
CORENTIN-R5-PC;AMD_fam17h_mod71h;2;36;x86_64;ZEN_V2;AMD Ryzen 5 3600X 6-Core Processor;512 KB;6;4409000;3477315;amd-pstate-epp;powersave;always;Linux 6.12.17-1-lts #1 SMP PREEMPT_DYNAMIC Thu, 27 Feb 2025 14:12:30 +0000;2771,2751;
