group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
16;LLLLLLLLSSSSSSSS;VADDPD,VADDPD,VADDPD,VADDPD,VADDPD,VADDPD,VADDPD,VADDPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,128,160,192,224,0,32,64,96,128,160,192,224,;0x430e6,0x430ed,0x430f4,0x430fb,0x43102,0x4310c,0x43116,0x43120,0x4312a,0x43131,0x43138,0x4313f,0x43146,0x43150,0x4315a,0x43164,;Success;256;Success;512;256;256;256;256;8;
8;LLLLLLLL;VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,VMOVUPD,;0,32,64,96,128,160,192,224,;0x430a7,0x430b0,0x430b6,0x430bc,0x430c2,0x430cb,0x430d4,0x430dd,;Success;256;Success;256;256;0;256;256;8;
