key;label;
CORENTIN-R5-PC_6121;1;
CORENTIN-R5-PC_6121_6121;1.0;
CORENTIN-R5-PC_6121_6163;1.1;
CORENTIN-R5-PC_6121_6164;1.2;
CORENTIN-R5-PC_6121_6165;1.3;
CORENTIN-R5-PC_6141;0;
CORENTIN-R5-PC_6141_6141;0.0;
CORENTIN-R5-PC_6141_6160;0.1;
CORENTIN-R5-PC_6141_6161;0.2;
CORENTIN-R5-PC_6141_6162;0.3;
