loop_id;module;function_name;function_id;source_info;level;inc_time_p;inc_time_s;inc_time_s_min;inc_time_s_avg;inc_time_s_max;inc_cov_deviation;inc_time_deviation;exc_time_p;exc_time_s;exc_time_s_min;exc_time_s_avg;exc_time_s_max;exc_cov_deviation;exc_time_deviation;nb_threads;flops;
456;main;QuadTree::calculateForce(Particle*, double&, double&) const;232;new_allocator.h:172-172,deque.tcc:565-568,quadtree.cpp:144-144,quadtree.cpp:151-159,quadtree.cpp:166-172,quadtree.cpp:178-183,stl_deque.h:212-212,stl_deque.h:265-267,stl_deque.h:1603-1603;Innermost;33.266429901123;24.069988250732;;;;;;33.266429901123;24.069988250732;;;;;;;;
457;main;QuadTree::calculateForce(Particle*, double&, double&) const;232;new_allocator.h:191-191,quadtree.cpp:158-158,quadtree.cpp:166-166,quadtree.cpp:185-188,stl_deque.h:1540-1541,stl_deque.h:1545-1545,stl_deque.h:1548-1548;Outermost;34.365173339844;24.864986419678;;;;;;1.0987466573715;0.79500019550323;;;;;;;;
461;main;QuadTree::updateParticles(double) [clone ._omp_fn.1];233;quadtree.cpp:280-284;Innermost;0.096744954586029;0.069999992847443;;;;;;0.096744954586029;0.069999992847443;;;;;;;;
450;main;QuadTree::buildTree();229;quadtree.cpp:73-83,quadtree.cpp:459-459;Single;0.089834600687027;0.064999990165234;;;;;;0.089834600687027;0.064999990165234;;;;;;;;
466;main;QuadTree::updateParticles(double) [clone ._omp_fn.1];233;quadtree.cpp:277-277;Single;0.048372481018305;0.035000000149012;;;;;;0.048372481018305;0.035000000149012;;;;;;;;
464;main;QuadTree::updateParticles(double) [clone ._omp_fn.1];233;quadtree.cpp:277-277;Single;0.041462123394012;0.029999995604157;;;;;;0.041462123394012;0.029999995604157;;;;;;;;
462;main;QuadTree::updateParticles(double) [clone ._omp_fn.1];233;stl_vector.h:1131-1131,stl_iterator.h:1068-1068,quadtree.cpp:279-284;Outermost;0.13129672408104;0.094999991357327;;;;;;0.03455176949501;0.024999998509884;;;;;;;;
449;main;QuadTree::buildTree();229;quadtree.cpp:444-447,std_abs.h:72-72;Single;0.03455176949501;0.024999998509884;;;;;;0.03455176949501;0.024999998509884;;;;;;;;
446;main;QuadTree::updateParticles(double) [clone ._omp_fn.2];197;stl_vector.h:1131-1131,quadtree.cpp:298-298,quadtree.cpp:305-306,quadtree.cpp:313-314;Single;0.027641417458653;0.019999999552965;;;;;;0.027641417458653;0.019999999552965;;;;;;;;
459;main;QuadTree::updateParticles(double) [clone ._omp_fn.1];233;quadtree.cpp:277-277;Innermost;0.013820708729327;0.0099999997764826;;;;;;0.013820708729327;0.0099999997764826;;;;;;;;
