time;profiled_time;max_nb_threads;nb_execution_ports;ENERGY_PKG;ENERGY_DRAM;DRAM_READS;DRAM_WRITES;filtered_threads_count;filtered_threads_CPU_time;
72.82039642334;70.470191955566;4;11;0;0;0;0;0;0;
