block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
6450;main;;7.5224561691284;0.83085709810257;0.63999992609024;0.7537499666214;0.87499994039536;1.0713746547699;0.11175683140755;4;;
6426;main;;7.397714138031;0.8170793056488;0.53499990701675;0.74124985933304;0.96499973535538;1.7710604667664;0.19473800063133;4;;
6437;main;;5.1522059440613;0.56906241178513;0.37999996542931;0.51624989509583;0.67999988794327;1.3174678087234;0.15638490021229;4;;
6064;main;;4.5533976554871;0.50292384624481;0.33999997377396;0.45624995231628;0.55999994277954;0.7402081489563;0.101601742208;4;;
6438;main;;3.8423132896423;0.42438441514969;0.33999994397163;0.38499993085861;0.44999986886978;0.71676433086395;0.046547427773476;4;;
6063;main;;3.455591917038;0.38167095184326;0.26999998092651;0.34624996781349;0.43499997258186;0.50096940994263;0.073527209460735;4;;
6066;main;;2.794412612915;0.30864351987839;0.20499996840954;0.27999994158745;0.32999992370605;0.32450187206268;0.057590503245592;4;;
6433;main;;1.6092898845673;0.17774644494057;0.074999988079071;0.16124999523163;0.24999997019768;0.78711223602295;0.091503642499447;4;;
6435;main;;0.97305679321289;0.10747435688972;0.054999992251396;0.097499988973141;0.14499999582767;0.34238076210022;0.04031128808856;4;;
6429;main;;0.89820206165314;0.099206633865833;0.074999988079071;0.089999988675117;0.10499997437;0.072033986449242;0.012247443199158;4;;
6443;main;;0.78593093156815;0.086806260049343;0.044999994337559;0.078749999403954;0.10999999195337;0.28798323869705;0.033509951084852;4;;
6451;main;;0.73602688312531;0.081294342875481;0.069999992847443;0.073749989271164;0.07999999076128;0.15047021210194;0.004787134937942;4;;
6589;main;;0.73602277040482;0.081293895840645;0.089999988675117;0.14749997854233;0.20499995350838;0.73742783069611;0.081317253410816;2;;
6452;main;;0.61127597093582;0.067515581846237;0.029999999329448;0.061249990016222;0.084999985992908;0.26944118738174;0.02322892844677;4;;
6446;main;;0.56137543916702;0.062004052102566;0.029999999329448;0.056249994784594;0.069999992847443;0.22790405154228;0.017969878390431;4;;
6449;main;;0.52395409345627;0.057870853692293;0.014999997802079;0.052499994635582;0.08500000089407;0.29335385560989;0.029011493548751;4;;
7050;main;;0.48652562499046;0.053736869245768;0.034999996423721;0.04874999448657;0.069999985396862;0.10238625109196;0.014930388890207;4;;
6418;main;;0.47405046224594;0.052358984947205;0.084999993443489;0.094999983906746;0.10499997437;0.12865203619003;0.014142122119665;2;;
6439;main;;0.44910174608231;0.049603398889303;0.014999998733401;0.044999994337559;0.064999982714653;0.17562671005726;0.021602462977171;4;;
6434;main;;0.4241541326046;0.046847928315401;0.019999995827675;0.042499992996454;0.074999988079071;0.24874250590801;0.027233554050326;4;;
6447;main;;0.33682700991631;0.037202622741461;0.024999996647239;0.033749997615814;0.054999995976686;0.13691993057728;0.014361406676471;4;;
6430;main;;0.32435145974159;0.035824697464705;0.01999999769032;0.032499995082617;0.054999995976686;0.13036389648914;0.016583122313023;4;;
6598;main;;0.28692656755447;0.031691107898951;0.044999994337559;0.057499993592501;0.069999992847443;0.15978898108006;0.017677668482065;2;;
6908;main;;0.27445068955421;0.030313143506646;0.00999999884516;0.027499996125698;0.044999994337559;0.14401441812515;0.017559420317411;4;;
6431;main;;0.26197823882103;0.028935559093952;0.0049999989569187;0.026249997317791;0.049999997019768;0.20424218475819;0.022126529365778;4;;
6068;main;;0.26197475194931;0.028935173526406;0.03999999538064;0.052499994635582;0.064999990165234;0.16042935848236;0.01767766661942;2;;
6432;main;;0.23702608048916;0.026179587468505;0.014999998733401;0.023749997839332;0.029999995604157;0.03230007737875;0.0062915273010731;4;;
6440;main;;0.23702436685562;0.0261793974787;0.00999999884516;0.023749997839332;0.034999996423721;0.15317307412624;0.01108677778393;4;;
6414;main;;0.22455051541328;0.024801658466458;0.044999994337559;0.044999994337559;0.044999994337559;0.00026200589491054;0;2;;
6717;main;;0.21207568049431;0.023423809558153;0.00499999942258;0.021249998360872;0.03999999910593;0.16043691337109;0.014930394478142;4;;
6393;main;;0.21207499504089;0.023423735052347;0.034999996423721;0.042499996721745;0.049999993294477;0.096321672201157;0.010606599040329;2;;
6715;main;;0.19960185885429;0.022046074271202;0.00499999942258;0.01999999769032;0.034999996423721;0.11191592365503;0.012909943237901;4;;
6377;main;;0.19960014522076;0.022045884281397;0.034999996423721;0.03999999538064;0.044999994337559;0.06428237259388;0.0070710661821067;2;;
6448;main;;0.19959944486618;0.022045806050301;0.00999999884516;0.01999999769032;0.034999996423721;0.16154360771179;0.010801233351231;4;;
6455;main;;0.1746514737606;0.01929029636085;0.00499999942258;0.017499998211861;0.029999999329448;0.095431327819824;0.01040832977742;4;;
6423;main;;0.1621762663126;0.017912406474352;0.019999995827675;0.032499995082617;0.044999994337559;0.15993452072144;0.017677668482065;2;;
6458;main;;0.1497014015913;0.016534555703402;0.0049999989569187;0.014999998733401;0.024999998509884;0.083893172442913;0.0091287093237042;4;;
6599;main;;0.14969965815544;0.016534363850951;0.01999999769032;0.029999993741512;0.03999999165535;0.12827363610268;0.014142131432891;2;;
6070;main;;0.13722585141659;0.015156628564;0.00499999942258;0.018333330750465;0.034999996423721;0.12996469438076;0.015275251120329;3;;
6454;main;;0.13722550868988;0.015156589448452;0.0099999979138374;0.013749998062849;0.014999999664724;0.042599141597748;0.0025000004097819;4;;
6456;main;;0.12475133687258;0.013778815045953;0.00999999884516;0.016666665673256;0.019999999552965;0.034414198249578;0.0057735024020076;3;;
751;main;;0.11227475106716;0.012400773353875;0.00499999942258;0.01124999858439;0.014999998733401;0.062911540269852;0.004787134937942;4;;
7048;main;;0.099800236523151;0.011022959835827;0.00499999942258;0.013333331793547;0.01999999769032;0.058615811169147;0.0076376255601645;3;;
6385;main;;0.087325736880302;0.0096451481804252;0.0099999979138374;0.017499998211861;0.024999996647239;0.09597235918045;0.010606600902975;2;;
6905;main;;0.087325386703014;0.0096451099961996;0.00499999942258;0.0087499991059303;0.0099999997764826;0.014403802342713;0.00249999971129;4;;
6442;main;;0.087324686348438;0.0096450326964259;0.0049999989569187;0.0087499991059303;0.01999999769032;0.10641098767519;0.0074999993667006;4;;
6710;main;;0.074850872159004;0.0082672964781523;0.0049999989569187;0.0099999997764826;0.019999999552965;0.086395837366581;0.0086602540686727;3;;
6416;main;;0.074850529432297;0.0082672592252493;0.0099999979138374;0.014999997802079;0.01999999769032;0.063962176442146;0.0070710675790906;2;;
6903;main;;0.074849836528301;0.0082671819254756;0.0049999989569187;0.0074999993667006;0.014999998733401;0.074012063443661;0.0049999998882413;4;;
6400;main;;0.074849836528301;0.0082671819254756;0.00999999884516;0.014999996870756;0.019999995827675;0.064136818051338;0.0070710657164454;2;;
6718;main;;0.074849836528301;0.0082671819254756;0.00499999942258;0.0074999993667006;0.014999997802079;0.042361319065094;0.0049999989569187;4;;
6716;main;;0.062375668436289;0.0068894075229764;0.00499999942258;0.012499998323619;0.01999999769032;0.082214117050171;0.010606600902975;2;;
6459;main;;0.062375325709581;0.0068893693387508;0.0049999989569187;0.0062499991618097;0.00999999884516;0.020626910030842;0.00249999971129;4;;
6413;main;;0.062375325709581;0.0068893693387508;0.0099999979138374;0.012499997392297;0.014999997802079;0.031951978802681;0.0035355337895453;2;;
7016;main;;0.062374629080296;0.0068892929702997;0.00499999942258;0.012499997392297;0.019999995827675;0.096147015690804;0.010606599040329;2;;
6412;main;;0.049900118261576;0.0055114799179137;0.0099999979138374;0.0099999979138374;0.00999999884516;5.8215333410772e-05;9.3132257461548e-10;2;;
6390;main;;0.049900118261576;0.0055114799179137;0.0099999979138374;0.0099999979138374;0.00999999884516;5.8215333410772e-05;9.3132257461548e-10;2;;
6074;main;;0.049900118261576;0.0055114799179137;0.0049999989569187;0.0066666658967733;0.0099999997764826;0.02635296061635;0.0028867516666651;3;;
6916;main;;0.049899775534868;0.0055114421993494;0.00499999942258;0.00999999884516;0.014999997802079;0.064107716083527;0.007071066647768;2;;
6396;main;;0.04989942535758;0.0055114035494626;0.019999995827675;0.019999995827675;0.019999995827675;0;0;1;;
6711;main;;0.04989942535758;0.0055114035494626;0.0099999979138374;0.0099999979138374;0.00999999884516;0.02757472358644;9.3132257461548e-10;2;;
6460;main;;0.037425611168146;0.0041336677968502;0.014999997802079;0.014999997802079;0.014999997802079;0;0;1;;
6425;main;;0.037425264716148;0.0041336296126246;0.0049999989569187;0.0074999989010394;0.00999999884516;0.031981088221073;0.0035355337895453;2;;
6382;main;;0.037425264716148;0.0041336296126246;0.0049999989569187;0.0074999989010394;0.00999999884516;0.031981088221073;0.0035355337895453;2;;
