block_id;module;source_info;time_p;time_s;time_s_min;time_s_avg;time_s_max;cov_deviation;time_deviation;nb_threads;flops;
12345;main;quadtree.cpp:144-144,quadtree.cpp:181-181;23.182821273804;8.4199981689453;;;;;;;;
10891;main;particle.cpp:18-19;19.149234771729;6.9549999237061;;;;;;;;
12298;main;quadtree.cpp:170-170;14.68888092041;5.3349995613098;;;;;;;;
12371;main;quadtree.cpp:154-158;7.4063897132874;2.6899998188019;;;;;;;;
10889;main;particle.cpp:14-15;5.3689441680908;1.9499999284744;;;;;;;;
12370;main;quadtree.cpp:152-154;3.6068291664124;1.3099999427795;;;;;;;;
12343;main;quadtree.cpp:179-179;2.3265423774719;0.84499990940094;;;;;;;;
12346;main;quadtree.cpp:151-151,quadtree.cpp:183-183;2.0236787796021;0.73499989509583;;;;;;;;
12309;main;quadtree.cpp:158-159;1.5831501483917;0.57499998807907;;;;;;;;
12299;main;quadtree.cpp:178-179;1.5005512237549;0.5450000166893;;;;;;;;
12347;main;quadtree.cpp:185-185;1.2940530776978;0.46999990940094;;;;;;;;
12368;main;quadtree.cpp:151-152;1.2114540338516;0.43999996781349;;;;;;;;
12342;main;quadtree.cpp:179-179;1.1426213979721;0.41499996185303;;;;;;;;
12307;main;quadtree.cpp:152-154;1.060022354126;0.38499999046326;;;;;;;;
12344;main;quadtree.cpp:179-179;1.0049561262131;0.3649999499321;;;;;;;;
12301;main;quadtree.cpp:159-159,quadtree.cpp:166-166;0.97742319107056;0.35499998927116;;;;;;;;
12609;main;stl_deque.h:266-267,stl_deque.h:668-673;0.82599139213562;0.29999998211861;;;;;;;;
12289;main;quadtree.cpp:162-162,stl_deque.h:460-460;0.78469181060791;0.2849999666214;;;;;;;;
12305;main;quadtree.cpp:151-152;0.55066096782684;0.19999998807907;;;;;;;;
12367;main;quadtree.cpp:151-151;0.5506609082222;0.19999997317791;;;;;;;;
12308;main;quadtree.cpp:154-156;0.49559482932091;0.1799999922514;;;;;;;;
12297;main;quadtree.cpp:167-167,stl_deque.h:1603-1603;0.44052872061729;0.15999998152256;;;;;;;;
10893;main;particle.cpp:22-23;0.3716961145401;0.13499999046326;;;;;;;;
12302;main;quadtree.cpp:172-172;0.289096981287;0.10499998927116;;;;;;;;
12300;main;quadtree.cpp:171-171;0.23403088748455;0.084999993443489;;;;;;;;
12607;main;new_allocator.h:151-151,stl_algobase.h:262-262,stl_deque.h:638-645;0.19273130595684;0.069999985396862;;;;;;;;
12349;main;stl_deque.h:1540-1541;0.19273130595684;0.069999985396862;;;;;;;;
12462;main;quadtree.cpp:280-284;0.13766522705555;0.049999993294477;;;;;;;;
12340;main;new_allocator.h:172-172,quadtree.cpp:192-192;0.12389870733023;0.044999998062849;;;;;;;;
12369;main;quadtree.cpp:152-152;0.12389870733023;0.044999998062849;;;;;;;;
