Node;Process;Thread;#max_time_on_cpu_s;#Stop Time US;Time (s);Math (%);#Elapsed Time;String (%);#Stop Time S;Others (%);System (%);#Start Time US;Memory (%);OMP (%);Binary (%);Nb Cycle Events;#max_context_switch_time_s;IO (%);#Start Time S;MPI (%);Pthread (%);
_ALL;_ALL;_ALL;0;684982;105.36473083496;0;108.28162384033;0;1741653749;0.013677678853571;0.46229232182281;403357;0.38159213151229;0.56486422602894;90.056108815762;73113.952976727;0;0.030091779927959;1741653641;8.4900737608553;0.001367841756199;
CORENTIN-R5-PC;_ALL;_ALL;0;684982;105.36473083496;0;108.28162384033;0;1741653749;0.013677678853571;0.46229232182281;403357;0.38159213151229;0.56486422602894;90.056108815762;73113.952976727;0;0.030091779927959;1741653641;8.4900737608553;0.001367841756199;
CORENTIN-R5-PC;10498;_ALL;0;726194;104.9500579834;0;108.32283782959;0;1741653749;0.01779630324342;0.46524620726148;403357;0.34067208862568;0.48812716857445;98.217815565309;39334.01170037;0;0.04830425166071;1741653641;0.41948430090808;0.0025423290347742;
CORENTIN-R5-PC;10498;10537;17.854196548462;726254;91.689971923828;0;106.01541137695;0;1741653749;0;0;710845;0;0.5943942570849;99.405645668388;18337.997230123;0.96432900428772;0;1741653643;0;0;
CORENTIN-R5-PC;10498;10498;18.029067993164;726194;104.9500579834;0;108.32283782959;0;1741653749;0.033349190920866;0.84325810184959;403357;0.63839879381628;0.39542609804853;97.208139355854;20990.014470247;7.3353409767151;0.090519232499492;1741653641;0.7860880907647;0.0047641701315522;
CORENTIN-R5-PC;10518;_ALL;0;684982;105.36473083496;0;107.24871826172;0;1741653749;0.0088810101102802;0.45885214165249;436267;0.42924879356968;0.65423441619517;80.550749756083;33779.941276357;0;0.0088810101102802;1741653642;17.889314997293;0;
CORENTIN-R5-PC;10518;10538;18.389144897461;685033;63.534965515137;0;105.96822357178;0;1741653749;0;0;716812;0;1.7234603451452;98.276571306134;12706.993939103;1.1160470247269;0;1741653643;0;0;
CORENTIN-R5-PC;10518;10518;7.303750038147;684982;105.36473083496;0;107.24871826172;0;1741653749;0.014236262028218;0.73554012884328;436267;0.68808595246176;0.0094908413521456;69.862073730023;21072.947337254;7.303750038147;0.014236262028218;1741653642;28.67657762398;0;
