address;source_location;insn;indent
0x26a6c;:0;PUSH	%RBP;
0x26a6d;:0;MOV	%RSP,%RBP;
0x26a70;:0;MOV	%RDI,-0x8(%RBP);
0x26a74;:0;MOV	-0x8(%RBP),%RAX;
0x26a78;:0;MOVSD	(%RAX),%XMM0;
0x26a7c;:0;POP	%RBP;
0x26a7d;:0;RET;
